,earnings,gender,age,region,education,degree
6845,22.59615326,female,49,Northeast,12,highschool
6846,12.01923084,male,30,Northeast,12,highschool
6847,10.57692337,female,26,Northeast,12,highschool
6848,7.451922894,male,51,Northeast,12,highschool
6849,13.46153831,female,30,Northeast,16,highschool
6850,25,female,44,Northeast,16,highschool
6851,33.65384674,female,45,Northeast,18,highschool
6852,11.05769253,male,60,Northeast,12,highschool
6853,3.429807663,female,52,Northeast,10,highschool
6854,12.5,male,47,Northeast,10,highschool
6855,31.25,female,48,Northeast,13,highschool
6856,12,male,38,Northeast,12,highschool
6857,16.82692337,male,62,Northeast,16,highschool
6858,33.33333206,female,54,Northeast,18,highschool
6859,30.19230843,male,38,Northeast,13,highschool
6860,23.84615326,female,38,Northeast,13,highschool
6861,23,male,41,Northeast,12,highschool
6862,16.15384674,male,52,Northeast,18,highschool
6863,38.46154022,female,47,Northeast,19,bachelor
6864,20.19230843,male,48,Northeast,18,highschool
6865,25,male,50,Northeast,12,highschool
6866,35.57692337,female,43,Northeast,14,highschool
6867,20.03205109,male,47,Northeast,19,bachelor
6868,21.15384674,male,44,Northeast,14,highschool
6869,25.05494499,female,43,Northeast,12,highschool
6870,19.23077011,male,34,Northeast,16,highschool
6871,11.46076107,female,54,Northeast,16,highschool
6872,21.63461494,female,51,Northeast,16,highschool
6873,46.15384674,male,54,Northeast,18,highschool
6874,12.98076916,female,54,Northeast,13,highschool
6875,12.82051277,male,23,Northeast,16,highschool
6876,25,male,54,Northeast,18,highschool
6877,19.23077011,female,42,Northeast,12,highschool
6878,21.36752129,male,44,Northeast,16,highschool
6879,21.63461494,male,53,Northeast,14,highschool
6880,10.57692337,male,55,Northeast,10,highschool
6881,24.03846169,female,35,Northeast,12,highschool
6882,57.69230652,female,44,Northeast,16,highschool
6883,38.46154022,male,44,Northeast,20,bachelor
6884,11.53846169,female,45,Northeast,16,highschool
6885,30.44871712,male,46,Northeast,18,highschool
6886,31.25,male,40,Northeast,16,highschool
6887,19.23077011,female,39,Northeast,16,highschool
6888,26.44230843,male,30,Northeast,16,highschool
6889,11.85961533,female,47,South,12,highschool
6890,19.71153831,male,52,Northeast,12,highschool
6891,21.92307663,female,50,Northeast,12,highschool
6892,19.6581192,female,37,Northeast,16,highschool
6893,12.5,male,32,Northeast,13,highschool
6894,22.87581635,female,50,Northeast,16,highschool
6895,12.82051277,female,54,Northeast,12,highschool
6896,25.48077011,female,44,Northeast,12,highschool
6897,26.82186317,male,43,Northeast,13,highschool
6898,48.07692337,male,57,Northeast,16,highschool
6899,38.94230652,male,54,Northeast,16,highschool
6900,33.9743576,female,50,Northeast,19,bachelor
6901,26.92307663,male,54,Northeast,16,highschool
6902,39.52067184,male,63,Northeast,12,highschool
6903,7.5,male,38,Northeast,9,highschool
6904,48.07692337,male,41,Northeast,14,highschool
6905,35.47008514,female,43,Northeast,18,highschool
6906,24.03846169,male,46,Northeast,12,highschool
6907,57.69230652,male,46,Northeast,12,highschool
6908,33.65384674,male,28,Northeast,12,highschool
6909,17.52136803,male,46,Northeast,14,highschool
6910,16.34615326,male,58,Northeast,12,highschool
6911,10.09615421,female,53,Northeast,12,highschool
6912,43.26922989,male,57,Northeast,16,highschool
6913,32.69230652,female,50,Northeast,16,highschool
6914,17.94871712,male,52,Northeast,14,highschool
6915,33.17307663,male,34,Northeast,13,highschool
6916,33.65384674,male,27,Northeast,16,highschool
6917,24.03846169,male,51,Northeast,12,highschool
6918,19.23077011,male,33,Northeast,16,highschool
6919,21.63461494,male,45,Northeast,12,highschool
6920,31.00961494,male,38,Northeast,13,highschool
6921,14.42307663,female,51,Northeast,12,highschool
6922,30.36437225,male,50,Northeast,12,highschool
6923,12.01923084,female,23,Northeast,14,highschool
6924,19.23077011,male,42,Northeast,12,highschool
6925,15.86538506,male,26,Northeast,14,highschool
6926,29.80769157,female,53,Northeast,12,highschool
6927,39.42856979,male,57,Northeast,20,bachelor
6928,42.73504257,male,50,Northeast,16,highschool
6929,15.38461494,female,40,Northeast,13,highschool
6930,17.30769157,male,37,Northeast,12,highschool
6931,36.05769348,female,49,Northeast,18,highschool
6932,20.83333397,male,36,Northeast,16,highschool
6933,13.31360912,male,36,Northeast,16,highschool
6934,26.92307663,female,52,Northeast,18,highschool
6935,25.48077011,male,50,Northeast,12,highschool
6936,19.71153831,female,47,Northeast,12,highschool
6937,13.46153831,female,48,Northeast,12,highschool
6938,16.48351669,female,49,Northeast,12,highschool
6939,23.55769157,male,47,Northeast,18,highschool
6940,10.68376064,female,51,Northeast,12,highschool
6941,19.09722137,male,41,Northeast,12,highschool
6942,11.63967609,male,41,Northeast,12,highschool
6943,19.23077011,female,45,Northeast,12,highschool
6944,6,female,35,Northeast,13,highschool
6945,34.61538315,male,48,Northeast,19,bachelor
6946,19.71153831,male,43,Northeast,13,highschool
6947,10.57692337,male,43,Northeast,13,highschool
6948,17.71255112,male,24,Northeast,16,highschool
6949,9,female,35,Northeast,12,highschool
6950,9.615385056,female,35,Northeast,16,highschool
6951,16.82692337,male,37,Northeast,13,highschool
6952,14.90384579,female,33,Northeast,14,highschool
6953,23.07692337,male,40,Northeast,10,highschool
6954,20.67307663,female,58,Northeast,12,highschool
6955,25,male,50,Northeast,8,highschool
6956,27.40384674,male,60,Northeast,16,highschool
6957,10.76923084,female,58,Northeast,14,highschool
6958,24.03846169,male,43,Northeast,16,highschool
6959,6.23653841,female,64,Northeast,12,highschool
6960,14.19022846,female,43,Northeast,14,highschool
6961,9.615385056,male,37,Northeast,10,highschool
6962,9.615385056,female,30,Northeast,12,highschool
6963,21.25,male,39,Northeast,12,highschool
6964,20.19230843,male,42,Northeast,12,highschool
6965,5.717255592,male,23,Northeast,12,highschool
6966,5.717255592,male,22,Northeast,12,highschool
6967,27.88461494,male,41,Northeast,13,highschool
6968,16.23931694,female,54,Northeast,13,highschool
6969,17.52136803,male,57,Northeast,12,highschool
6970,29.68269157,male,51,Northeast,12,highschool
6971,11.05769253,male,27,Northeast,16,highschool
6972,19.23077011,male,28,Northeast,12,highschool
6973,18.49112511,male,25,Northeast,16,highschool
6974,24.03846169,male,28,Midwest,12,highschool
6975,6.373626232,female,31,Northeast,14,highschool
6976,38.46154022,male,49,Northeast,16,highschool
6977,6.410256386,female,23,Northeast,11,highschool
6978,27.47252655,male,52,Northeast,16,highschool
6979,13.66396809,female,54,Northeast,12,highschool
6980,18.02884674,female,58,Northeast,16,highschool
6981,12.5,male,62,Northeast,12,highschool
6982,17.30769157,female,45,Northeast,12,highschool
6983,8.75,male,37,Northeast,12,highschool
6984,26.44230843,female,28,Northeast,16,highschool
6985,34.13461685,female,50,Northeast,18,highschool
6986,28.84615326,male,51,Northeast,16,highschool
6987,14.42307663,female,37,Northeast,12,highschool
6988,12.5,female,50,Northeast,12,highschool
6989,15.38461494,male,48,Northeast,12,highschool
6990,7.211538315,female,22,Northeast,16,highschool
6991,21.63461494,male,40,Northeast,13,highschool
6992,10.57692337,female,50,Northeast,12,highschool
6993,13.46153831,female,41,Northeast,13,highschool
6994,18.54395676,male,59,Northeast,12,highschool
6995,9.615385056,male,27,Northeast,14,highschool
6996,19.23077011,male,45,Northeast,12,highschool
6997,14.90384579,female,62,Northeast,12,highschool
6998,48.07692337,female,34,Northeast,19,bachelor
6999,26.44230843,male,32,Northeast,14,highschool
7000,59.13461685,male,48,Northeast,16,highschool
7001,24.03846169,female,45,Northeast,13,highschool
7002,7.211538315,male,22,Northeast,12,highschool
7003,31.25,male,41,Northeast,12,highschool
7004,46.15384674,male,38,Northeast,12,highschool
7005,12.15034962,male,35,Northeast,8,highschool
7006,7.142857075,female,37,Northeast,16,highschool
7007,11.53846169,female,29,Northeast,14,highschool
7008,28.84615326,male,31,Northeast,16,highschool
7009,23.62637329,female,37,Northeast,18,highschool
7010,14.42307663,male,30,Northeast,16,highschool
7011,10,male,50,Northeast,10,highschool
7012,11.95426178,female,61,Northeast,8,highschool
7013,9.615385056,female,52,Northeast,12,highschool
7014,29.11538506,male,53,Northeast,18,highschool
7015,28.63247871,female,52,Northeast,16,highschool
7016,31.25,male,30,Northeast,16,highschool
7017,31.73077011,female,32,Northeast,16,highschool
7018,14.42307663,male,64,Northeast,14,highschool
7019,5.288461685,male,45,Northeast,14,highschool
7020,18.26922989,male,44,Northeast,13,highschool
7021,17.71255112,female,41,Northeast,14,highschool
7022,10.87115383,male,40,Northeast,14,highschool
7023,10.91476059,female,26,Northeast,12,highschool
7024,19.71153831,male,23,Northeast,12,highschool
7025,31.25,female,30,Northeast,16,highschool
7026,12.01923084,male,37,Northeast,12,highschool
7027,13.46153831,female,47,Northeast,12,highschool
7028,9.615385056,male,45,Northeast,12,highschool
7029,8.653845787,male,24,Northeast,12,highschool
7030,4.807692528,male,31,Northeast,8,highschool
7031,21.97802162,female,28,Northeast,16,highschool
7032,28.5714283,male,29,Northeast,16,highschool
7033,7.211538315,male,46,Northeast,12,highschool
7034,12.01923084,male,44,Northeast,12,highschool
7035,16.82692337,male,51,Northeast,12,highschool
7036,13.94230747,female,51,Northeast,14,highschool
7037,8.653845787,male,53,Northeast,12,highschool
7038,41.58003998,male,46,Northeast,18,highschool
7039,33.78378296,female,41,Northeast,16,highschool
7040,7.894736767,male,35,Northeast,12,highschool
7041,4.622781277,female,41,Northeast,10,highschool
7042,6.009615421,female,45,Northeast,12,highschool
7043,21.63461494,male,55,Northeast,12,highschool
7044,26.44230843,male,49,Northeast,12,highschool
7045,4.807692528,male,33,Northeast,13,highschool
7046,21.63461494,male,30,Northeast,12,highschool
7047,9.615385056,female,21,Northeast,13,highschool
7048,14.375,male,36,Northeast,12,highschool
7049,17.5,female,46,Northeast,12,highschool
7050,21.97802162,male,60,Northeast,12,highschool
7051,35.13313675,female,63,Northeast,18,highschool
7052,6.666666508,male,25,Northeast,9,highschool
7053,31.25,male,42,Northeast,12,highschool
7054,28.36538506,male,56,Northeast,16,highschool
7055,29.80769157,female,33,Northeast,13,highschool
7056,16.82692337,male,48,Northeast,12,highschool
7057,7.211538315,female,63,Northeast,12,highschool
7058,10.41666698,male,56,Northeast,12,highschool
7059,45.67307663,male,46,Northeast,19,bachelor
7060,15.20572472,male,37,Northeast,12,highschool
7061,22.59615326,male,26,Northeast,16,highschool
7062,18.26922989,male,50,Northeast,12,highschool
7063,30.28846169,female,55,Northeast,14,highschool
7064,31.25,male,30,Northeast,16,highschool
7065,24.63750076,male,49,Northeast,12,highschool
7066,12.01923084,female,49,Northeast,12,highschool
7067,25,male,50,Northeast,12,highschool
7068,19.23077011,female,42,Northeast,13,highschool
7069,16,male,41,Northeast,14,highschool
7070,8.461538315,male,35,Northeast,12,highschool
7071,15.22435856,female,43,Northeast,12,highschool
7072,24.03846169,female,26,Northeast,13,highschool
7073,28.84615326,male,47,Northeast,14,highschool
7074,16.34615326,female,48,Northeast,14,highschool
7075,15.86538506,male,54,Northeast,14,highschool
7076,17.15686226,male,33,Northeast,12,highschool
7077,23.07692337,female,56,Northeast,16,highschool
7078,24.51922989,male,29,South,18,highschool
7079,46.42856979,female,50,Northeast,18,highschool
7080,11.44688606,male,22,Northeast,12,highschool
7081,15.38461494,male,28,Northeast,12,highschool
7082,19.23077011,female,51,South,16,highschool
7083,14.90384579,male,39,South,13,highschool
7084,46.15384674,male,42,South,16,highschool
7085,11.05769253,male,29,South,12,highschool
7086,12.82051277,male,52,South,12,highschool
7087,7.692307472,male,40,South,14,highschool
7088,29.72027969,male,45,South,14,highschool
7089,16.15384674,male,47,South,13,highschool
7090,24.51922989,female,41,South,13,highschool
7091,12.98076916,male,29,Northeast,16,highschool
7092,16.38461494,male,45,South,16,highschool
7093,53.36538315,male,55,South,16,highschool
7094,11.53846169,female,27,South,16,highschool
7095,21.79487228,male,58,South,13,highschool
7096,20.19230843,male,30,South,13,highschool
7097,14.42307663,male,31,South,12,highschool
7098,13.46153831,female,58,South,6,highschool
7099,23.07692337,male,60,South,18,highschool
7100,16.82692337,male,52,South,13,highschool
7101,14.82371807,female,45,South,12,highschool
7102,8.17307663,male,30,South,16,highschool
7103,9.134614944,female,63,South,13,highschool
7104,24.23077011,male,50,South,16,highschool
7105,39.61538315,female,49,South,20,bachelor
7106,31.73077011,female,46,South,12,highschool
7107,22.30769157,male,58,South,12,highschool
7108,25,female,44,South,13,highschool
7109,19.23077011,male,44,South,13,highschool
7110,22.2288456,female,37,South,13,highschool
7111,17.30769157,male,60,South,12,highschool
7112,10.57692337,male,47,South,13,highschool
7113,7.211538315,female,36,South,12,highschool
7114,23.07692337,male,58,South,12,highschool
7115,10.57692337,female,52,South,13,highschool
7116,19.23077011,male,57,South,13,highschool
7117,12.01923084,male,27,South,12,highschool
7118,7.5,female,44,South,13,highschool
7119,16.63201714,female,33,South,13,highschool
7120,37.69230652,male,44,South,13,highschool
7121,25,female,47,South,16,highschool
7122,11.5,female,26,South,13,highschool
7123,17.30769157,male,35,South,16,highschool
7124,20.83333397,female,31,South,14,highschool
7125,8.547008514,female,53,South,12,highschool
7126,24.03846169,male,57,South,12,highschool
7127,12.01923084,male,24,South,13,highschool
7128,6.730769157,male,35,South,12,highschool
7129,8.421154022,female,51,South,13,highschool
7130,9.615385056,female,26,South,12,highschool
7131,9.134614944,female,55,South,14,highschool
7132,15.86538506,male,35,South,13,highschool
7133,22.5,male,37,South,16,highschool
7134,14.42307663,female,24,South,14,highschool
7135,16.32500076,male,32,Midwest,12,highschool
7136,10.91476059,female,56,Midwest,13,highschool
7137,12.65182209,female,54,Midwest,14,highschool
7138,17.75,male,39,Midwest,12,highschool
7139,24.03846169,male,55,Midwest,18,highschool
7140,21.15384674,female,37,Midwest,13,highschool
7141,21.15384674,male,40,Midwest,16,highschool
7142,45.19230652,male,46,Midwest,12,highschool
7143,14.83516502,female,44,Midwest,12,highschool
7144,19.23077011,male,39,Midwest,11,highschool
7145,38.46154022,female,41,Midwest,12,highschool
7146,13.07692337,male,34,Midwest,13,highschool
7147,5.06072855,female,56,Midwest,12,highschool
7148,9.615385056,male,53,Midwest,10,highschool
7149,15.30612278,female,25,Midwest,12,highschool
7150,25.48077011,male,58,Midwest,12,highschool
7151,19.23077011,male,51,Midwest,12,highschool
7152,25,male,64,Midwest,12,highschool
7153,21.4285717,female,37,Midwest,14,highschool
7154,21.15384674,male,46,Midwest,9,highschool
7155,21.3286705,male,38,Midwest,10,highschool
7156,12.39878559,female,35,Midwest,12,highschool
7157,16.82692337,female,23,Midwest,13,highschool
7158,12.5,male,22,Midwest,13,highschool
7159,24.51922989,male,33,Midwest,18,highschool
7160,26.06837654,female,30,Midwest,20,bachelor
7161,32.96703339,male,46,Midwest,18,highschool
7162,15.14423084,male,23,Midwest,14,highschool
7163,25,male,52,Midwest,18,highschool
7164,46.15384674,female,46,Midwest,18,highschool
7165,12.5,female,32,Midwest,12,highschool
7166,22.11538506,male,35,Midwest,16,highschool
7167,12.01923084,male,39,Midwest,12,highschool
7168,13.22115421,female,39,Midwest,12,highschool
7169,24.35897446,male,34,Midwest,13,highschool
7170,22.20000076,female,34,Midwest,13,highschool
7171,6.677350521,male,64,Midwest,12,highschool
7172,19.23077011,female,52,Midwest,16,highschool
7173,32.05128098,male,52,Midwest,14,highschool
7174,11.05769253,female,46,Midwest,12,highschool
7175,12.01923084,female,58,Midwest,12,highschool
7176,58.09294891,female,52,Midwest,18,highschool
7177,12.82051277,female,44,Midwest,12,highschool
7178,14.90384579,female,39,Midwest,12,highschool
7179,24.03846169,female,50,Midwest,18,highschool
7180,20.19230843,male,40,Midwest,16,highschool
7181,15.53254414,female,55,Midwest,18,highschool
7182,11.05769253,male,37,Midwest,12,highschool
7183,12.82051277,male,50,Midwest,12,highschool
7184,34.05822754,female,58,Midwest,14,highschool
7185,25.48077011,male,39,Midwest,16,highschool
7186,15.86538506,male,54,Midwest,14,highschool
7187,19.61538506,male,57,Midwest,13,highschool
7188,13.80670643,female,55,Midwest,12,highschool
7189,18.26922989,male,34,Midwest,13,highschool
7190,21.63461494,female,50,Midwest,13,highschool
7191,26.92307663,male,43,Midwest,16,highschool
7192,30.65240479,female,60,Midwest,14,highschool
7193,15.13911629,female,47,Midwest,12,highschool
7194,31.25,male,61,Midwest,14,highschool
7195,20.5128212,female,58,Midwest,18,highschool
7196,5.096153736,male,27,Midwest,16,highschool
7197,27.69230843,male,54,Midwest,12,highschool
7198,21.63461494,male,57,Midwest,14,highschool
7199,13.46153831,male,49,Midwest,12,highschool
7200,18.75,female,51,Midwest,12,highschool
7201,9.615385056,male,26,Midwest,12,highschool
7202,21.15384674,male,34,Midwest,20,bachelor
7203,33.65384674,female,31,Midwest,16,highschool
7204,18.27499962,male,63,Midwest,16,highschool
7205,38.46154022,male,54,Midwest,11,highschool
7206,18.80341911,male,36,Midwest,12,highschool
7207,20.32966995,male,54,South,12,highschool
7208,28.84615326,male,58,Northeast,12,highschool
7209,38.46154022,female,44,Northeast,18,highschool
7210,24.03846169,male,55,Northeast,20,bachelor
7211,14.90384579,male,50,Northeast,12,highschool
7212,14.90384579,male,29,Northeast,12,highschool
7213,15.625,male,36,Midwest,20,bachelor
7214,8.505917549,male,62,Northeast,8,highschool
7215,10.98901081,female,27,Northeast,18,highschool
7216,7.692307472,male,27,Northeast,12,highschool
7217,19.23077011,male,33,Northeast,13,highschool
7218,16.04277992,male,49,Northeast,18,highschool
7219,13.98601437,male,22,Northeast,12,highschool
7220,6.993007183,female,21,Northeast,12,highschool
7221,3.75,female,53,Northeast,12,highschool
7222,17.52136803,male,32,Northeast,16,highschool
7223,5,female,23,Northeast,12,highschool
7224,4.711538315,male,59,Northeast,8,highschool
7225,9.52948761,female,42,Northeast,9,highschool
7226,48.07692337,male,47,Northeast,20,bachelor
7227,38.46154022,male,38,Northeast,19,bachelor
7228,13.46153831,female,49,Northeast,12,highschool
7229,12.5,female,47,Northeast,12,highschool
7230,11.09467411,female,26,Northeast,13,highschool
7231,17.45951462,female,48,Northeast,18,highschool
7232,22.11538506,female,29,Northeast,12,highschool
7233,25.48077011,male,53,Northeast,14,highschool
7234,10.57692337,female,35,Northeast,12,highschool
7235,18.40659332,male,35,Northeast,16,highschool
7236,18.75,male,58,Northeast,13,highschool
7237,12.08791256,female,53,Northeast,12,highschool
7238,14.10256386,female,32,Northeast,18,highschool
7239,28.84615326,male,43,Northeast,14,highschool
7240,16.5,male,34,Northeast,12,highschool
7241,14.70588207,female,54,Northeast,14,highschool
7242,18.75,female,48,Northeast,12,highschool
7243,10.35503006,male,33,Northeast,13,highschool
7244,7.378365517,male,57,Northeast,14,highschool
7245,8.547008514,male,23,Northeast,12,highschool
7246,8.012820244,female,21,Northeast,11,highschool
7247,13.42307663,female,26,Northeast,18,highschool
7248,13.73626328,female,25,Northeast,16,highschool
7249,10.43956089,male,29,Northeast,13,highschool
7250,22.59615326,female,58,Northeast,14,highschool
7251,22.03525734,male,50,Northeast,14,highschool
7252,17.09401703,female,47,Northeast,13,highschool
7253,33.65384674,male,55,Northeast,12,highschool
7254,11.05769253,female,22,Northeast,14,highschool
7255,24.78632545,male,25,Northeast,16,highschool
7256,42.30769348,male,41,Northeast,16,highschool
7257,16.82692337,male,41,Northeast,11,highschool
7258,11.25,female,36,Northeast,12,highschool
7259,8.241758347,male,48,Northeast,12,highschool
7260,9.615385056,male,26,Northeast,12,highschool
7261,10.41666698,female,27,Northeast,12,highschool
7262,19.70624924,male,53,Northeast,16,highschool
7263,8.700961113,female,41,Northeast,10,highschool
7264,16.82692337,male,23,Northeast,16,highschool
7265,14.13461494,male,36,Northeast,13,highschool
7266,6.730769157,male,21,Northeast,12,highschool
7267,8.829807281,male,53,Northeast,12,highschool
7268,28.36538506,male,52,Northeast,13,highschool
7269,34.13461685,male,53,Northeast,13,highschool
7270,8.571428299,female,50,Northeast,12,highschool
7271,18.46153831,male,34,Northeast,13,highschool
7272,19.23077011,female,26,Northeast,13,highschool
7273,8.75,female,59,Northeast,12,highschool
7274,13.94230747,female,59,Northeast,12,highschool
7275,17.30769157,male,34,Northeast,16,highschool
7276,16.48351669,female,47,Northeast,16,highschool
7277,23.07692337,male,48,Northeast,16,highschool
7278,19.23077011,female,33,Northeast,16,highschool
7279,46.15384674,male,32,Northeast,16,highschool
7280,28.84615326,male,48,Northeast,16,highschool
7281,32.93269348,male,53,Northeast,16,highschool
7282,10,male,47,Northeast,12,highschool
7283,24.55128288,male,39,Northeast,16,highschool
7284,22.11538506,male,53,Northeast,14,highschool
7285,7.142857075,female,21,Northeast,14,highschool
7286,16.44230843,male,50,Northeast,16,highschool
7287,9.615385056,female,25,Northeast,13,highschool
7288,17.94871712,male,31,West,13,highschool
7289,6.730769157,female,33,Northeast,12,highschool
7290,14.42307663,female,26,Northeast,11,highschool
7291,24.03846169,female,47,Northeast,16,highschool
7292,15.38461494,male,43,Northeast,12,highschool
7293,5.06072855,male,32,Northeast,12,highschool
7294,11.25721169,female,47,Northeast,13,highschool
7295,13.125,female,30,Northeast,16,highschool
7296,7.451922894,female,57,Northeast,10,highschool
7297,12.77777767,male,38,Northeast,12,highschool
7298,11,female,37,Northeast,12,highschool
7299,14.42307663,male,49,Northeast,12,highschool
7300,21.97802162,male,41,Northeast,12,highschool
7301,9.134614944,male,57,Northeast,11,highschool
7302,11.53846169,male,55,Northeast,16,highschool
7303,17.78846169,male,44,Northeast,16,highschool
7304,30.04807663,male,40,Northeast,14,highschool
7305,16.82692337,male,38,West,12,highschool
7306,16.34615326,male,42,Northeast,12,highschool
7307,16.82692337,male,39,Northeast,12,highschool
7308,24.78632545,male,31,Northeast,14,highschool
7309,31.25,male,38,Northeast,16,highschool
7310,27,male,41,Northeast,12,highschool
7311,13.5,female,40,Northeast,13,highschool
7312,10.59684658,female,40,Northeast,13,highschool
7313,15.38461494,male,45,Northeast,12,highschool
7314,23.79166603,male,45,Northeast,16,highschool
7315,15.11904716,female,37,Northeast,16,highschool
7316,10.45150471,female,25,Northeast,16,highschool
7317,28.84615326,male,46,Northeast,12,highschool
7318,5,female,46,Northeast,12,highschool
7319,21.36752129,male,26,Northeast,18,highschool
7320,10,male,45,Northeast,12,highschool
7321,10,female,42,Northeast,12,highschool
7322,6.730769157,male,47,Northeast,11,highschool
7323,36,male,43,Northeast,13,highschool
7324,23.03685951,male,45,Northeast,13,highschool
7325,16.02564049,female,50,Northeast,14,highschool
7326,13.88888931,female,53,Northeast,13,highschool
7327,15.38461494,female,53,Northeast,18,highschool
7328,28.84615326,female,47,Northeast,14,highschool
7329,9.890110016,female,23,Northeast,12,highschool
7330,27.30769157,male,40,South,16,highschool
7331,13.46153831,female,51,Northeast,18,highschool
7332,19.71153831,female,45,Northeast,13,highschool
7333,14.28571415,female,24,Northeast,12,highschool
7334,24.03846169,male,36,Northeast,12,highschool
7335,24.23077011,male,42,Northeast,14,highschool
7336,9.615385056,male,21,Northeast,13,highschool
7337,24.03846169,female,61,Northeast,19,bachelor
7338,7.211538315,male,44,Northeast,12,highschool
7339,10.57692337,female,52,Northeast,12,highschool
7340,15.38461494,male,54,Northeast,16,highschool
7341,19.23077011,male,42,Northeast,12,highschool
7342,14.42307663,female,40,Northeast,12,highschool
7343,46.15384674,male,54,Northeast,12,highschool
7344,12.94559097,female,51,Northeast,16,highschool
7345,11.97307682,female,25,Northeast,16,highschool
7346,7.591093063,female,23,Northeast,14,highschool
7347,18.50961494,male,36,Northeast,12,highschool
7348,21.97802162,male,37,Northeast,14,highschool
7349,15.68825912,female,38,Northeast,16,highschool
7350,10.98901081,male,48,Northeast,16,highschool
7351,23.07692337,male,34,Northeast,12,highschool
7352,7.199999809,female,50,South,13,highschool
7353,13.98601437,male,27,South,19,bachelor
7354,14.09412956,female,43,South,13,highschool
7355,27.88461494,male,36,South,16,highschool
7356,21.36752129,male,34,South,12,highschool
7357,14.42307663,female,31,South,12,highschool
7358,20.12522316,male,51,South,14,highschool
7359,16.92307663,male,25,South,13,highschool
7360,23.93162346,male,54,South,18,highschool
7361,21.85314751,male,56,South,13,highschool
7362,19.49300766,female,54,South,12,highschool
7363,6.901041508,male,44,South,13,highschool
7364,14.42307663,female,41,South,16,highschool
7365,22.59615326,male,33,South,18,highschool
7366,59.13461685,male,55,South,20,bachelor
7367,24.03846169,female,50,South,13,highschool
7368,12.01923084,female,43,South,12,highschool
7369,11.05769253,male,44,South,12,highschool
7370,9.829059601,female,40,South,16,highschool
7371,10.57692337,male,43,South,12,highschool
7372,37.95546722,female,42,South,18,highschool
7373,10.25192261,male,31,South,13,highschool
7374,14.42307663,female,41,South,13,highschool
7375,17.30769157,male,45,South,12,highschool
7376,6.593406677,female,43,South,12,highschool
7377,12.82051277,male,43,South,12,highschool
7378,10.57692337,male,22,South,12,highschool
7379,11.63461494,male,25,South,16,highschool
7380,31.25,male,31,South,18,highschool
7381,16.34615326,female,25,South,16,highschool
7382,30,male,56,South,16,highschool
7383,28.95432663,female,52,South,13,highschool
7384,16.99463272,male,53,South,12,highschool
7385,18.75,female,57,South,12,highschool
7386,22.11538506,male,51,South,12,highschool
7387,6.134615421,male,34,South,14,highschool
7388,12.01923084,male,21,South,12,highschool
7389,13.46153831,female,35,South,12,highschool
7390,7.276507378,female,39,South,12,highschool
7391,14.42307663,male,41,South,12,highschool
7392,9.615385056,female,27,South,13,highschool
7393,6.593406677,male,52,South,9,highschool
7394,24.03846169,female,38,South,16,highschool
7395,11.53846169,female,40,South,16,highschool
7396,24.03846169,male,55,South,12,highschool
7397,25.30364418,female,45,South,12,highschool
7398,27.73668671,male,40,Northeast,12,highschool
7399,19.23077011,male,41,Northeast,12,highschool
7400,25,female,40,Northeast,18,highschool
7401,13.63636398,male,60,Northeast,12,highschool
7402,7.355769157,male,43,Northeast,12,highschool
7403,12.30769253,male,33,Northeast,12,highschool
7404,11.53846169,male,27,Northeast,14,highschool
7405,6.25,female,47,Northeast,14,highschool
7406,12.30769253,female,54,Northeast,16,highschool
7407,3.296703339,male,57,Northeast,12,highschool
7408,26.44230843,female,51,Northeast,14,highschool
7409,17.18701935,female,58,Northeast,14,highschool
7410,21.15384674,male,36,Northeast,16,highschool
7411,23.07692337,male,32,Northeast,16,highschool
7412,48.07692337,male,54,Northeast,16,highschool
7413,8.653845787,male,24,Northeast,12,highschool
7414,20.5128212,male,42,Northeast,16,highschool
7415,14.42307663,male,42,Northeast,12,highschool
7416,29.80769157,female,46,Northeast,12,highschool
7417,10.68376064,female,42,Northeast,12,highschool
7418,9.391025543,female,38,South,12,highschool
7419,19.84127045,male,24,Midwest,16,highschool
7420,7.692307472,male,57,Northeast,18,highschool
7421,10.48951054,female,55,Northeast,16,highschool
7422,4.65882349,male,54,Northeast,8,highschool
7423,8.846154213,male,29,Northeast,8,highschool
7424,12.25961494,female,49,Northeast,13,highschool
7425,11.53846169,female,53,Northeast,20,bachelor
7426,7.211538315,female,41,Northeast,16,highschool
7427,11.05769253,male,30,West,16,highschool
7428,11,female,24,Northeast,12,highschool
7429,21.19529915,male,44,Northeast,12,highschool
7430,18.78354263,female,59,Northeast,18,highschool
7431,38.46154022,male,31,South,18,highschool
7432,38.46154022,male,28,South,16,highschool
7433,11.3782053,female,24,Northeast,16,highschool
7434,12.39316273,female,25,Northeast,16,highschool
7435,17.1875,female,24,South,16,highschool
7436,36.05769348,male,62,South,16,highschool
7437,20.19230843,male,38,South,12,highschool
7438,26.92307663,male,29,South,16,highschool
7439,11.875,female,48,South,13,highschool
7440,9.615385056,male,41,South,12,highschool
7441,21.63461494,female,38,South,18,highschool
7442,12.01923084,female,59,South,12,highschool
7443,13.40384579,female,40,South,12,highschool
7444,46.92307663,male,56,South,16,highschool
7445,25.64102554,female,58,South,16,highschool
7446,5.494505405,male,61,South,18,highschool
7447,14.86378193,male,31,South,13,highschool
7448,27.88461494,female,44,South,16,highschool
